a,b,c,d,e,f,g,h,i,j,k,l,m
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",True,0.0,Everyone 10+,Entertainment;Music & Video,2018-01-24,2.0.8,4.4 and up
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4 and up
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",True,0.0,Teen,Entertainment,2018-07-26,Varies with device,4.4 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4 and up
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",True,0.0,Teen,Entertainment,2018-07-23,2.17,4.4 and up
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4 and up
"Hulu: Stream TV, Movies & more",ENTERTAINMENT,4.0,319692,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-08-03,Varies with device,5.0 and up
HBO NOW: Stream TV & Movies,ENTERTAINMENT,3.9,61201,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-07-19,Varies with device,Varies with device
Univision NOW - Live TV and On Demand,ENTERTAINMENT,4.0,22998,Varies with device,"1,000,000+",True,0.0,Teen,Entertainment,2018-06-27,8.0626,Varies with device
SHOWTIME,ENTERTAINMENT,4.2,12398,Varies with device,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-02,Varies with device,Varies with device
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4.0,35928,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4 and up
SeriesGuide – Show & Movie Manager,ENTERTAINMENT,4.3,64448,4.4M,"1,000,000+",True,0.0,Mature 17+,Entertainment,2018-07-21,43,4.0.3 and up
Comedy Central,ENTERTAINMENT,3.9,22378,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4 and up
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12M,"100,000,000+",True,0.0,Teen,Entertainment,2018-07-26,Varies with device,Varies with device
Netflix,ENTERTAINMENT,4.4,5456599,Varies with device,"100,000,000+",True,0.0,Teen,Entertainment,2018-07-31,Varies with device,Varies with device
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296829,11M,"10,000,000+",True,0.0,Teen,Entertainment,2018-07-15,2.13.5,4.1 and up
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310095,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-03-05,Varies with device,Varies with device
STARZ,ENTERTAINMENT,4.3,88185,Varies with device,"10,000,000+",True,0.0,Mature 17+,Entertainment,2018-06-20,Varies with device,Varies with device
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-04-12,Varies with device,Varies with device
CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,12M,"10,000,000+",True,0.0,Teen,Entertainment,2018-07-20,4.8.6,4.1 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",True,0.0,Everyone 10+,Entertainment;Music & Video,2018-01-24,2.0.8,4.4 and up
"Hulu: Stream TV, Movies & more",ENTERTAINMENT,4.0,319691,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-08-03,Varies with device,5.0 and up
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",True,0.0,Teen,Entertainment,2018-07-26,Varies with device,4.4 and up
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",True,0.0,Teen,Entertainment,2018-07-23,2.17,4.4 and up
CW Seed,ENTERTAINMENT,4.5,16372,13M,"500,000+",True,0.0,Teen,Entertainment,2018-07-18,1.16,4.4 and up
The NBC App - Watch Live TV and Full Episodes,ENTERTAINMENT,4.1,58028,17M,"5,000,000+",True,0.0,Teen,Entertainment,2018-07-05,4.18.1,4.1 and up
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4 and up
HBO NOW: Stream TV & Movies,ENTERTAINMENT,3.9,61201,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-07-19,Varies with device,Varies with device
WWE,ENTERTAINMENT,4.5,736864,20M,"10,000,000+",True,0.0,Teen,Entertainment,2018-01-19,3.17.2,4.1 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4 and up
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4 and up
Universal Kids,ENTERTAINMENT,3.6,1968,21M,"500,000+",True,0.0,Everyone,Entertainment;Music & Video,2018-05-24,3.3.1.41,4.4 and up
MTV,ENTERTAINMENT,3.8,35279,15M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4 and up
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4.0,35931,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4 and up
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4 and up
LEGO® TV,ENTERTAINMENT,3.7,17247,7.2M,"1,000,000+",True,0.0,Everyone 10+,Entertainment;Music & Video,2018-08-04,4.0.2,5.0 and up
HBO GO: Stream with TV Package,ENTERTAINMENT,3.8,87723,32M,"10,000,000+",True,0.0,Teen,Entertainment,2018-07-19,16.0.0.437,4.1 and up
Showtime Anytime,ENTERTAINMENT,3.7,18523,Varies with device,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-02,Varies with device,Varies with device
PlayKids - Educational cartoons and games for kids,ENTERTAINMENT,4.1,182103,Varies with device,"10,000,000+",True,0.0,Everyone,Entertainment;Music & Video,2018-07-30,Varies with device,Varies with device
FOX,ENTERTAINMENT,3.7,197774,44M,"10,000,000+",True,0.0,Mature 17+,Entertainment,2018-06-25,6.6.1,4.4 and up
Telemundo Now,ENTERTAINMENT,3.9,8674,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-05-25,3.3.1.42,4.4 and up
Netflix,ENTERTAINMENT,4.4,5456708,Varies with device,"100,000,000+",True,0.0,Teen,Entertainment,2018-07-31,Varies with device,Varies with device
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771,11M,"10,000,000+",True,0.0,Teen,Entertainment,2018-07-15,2.13.5,4.1 and up
Vudu Movies & TV,ENTERTAINMENT,3.9,58082,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-08-01,Varies with device,Varies with device
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-04-12,Varies with device,Varies with device
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-03-05,Varies with device,Varies with device
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",True,0.0,Everyone 10+,Entertainment;Music & Video,2018-01-24,2.0.8,4.4 and up
STARZ,ENTERTAINMENT,4.3,88185,Varies with device,"10,000,000+",True,0.0,Mature 17+,Entertainment,2018-06-20,Varies with device,Varies with device
"Hulu: Stream TV, Movies & more",ENTERTAINMENT,4.0,319691,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-08-03,Varies with device,5.0 and up
Food Network,ENTERTAINMENT,4.1,7813,Varies with device,"500,000+",True,0.0,Teen,Entertainment,2018-07-27,Varies with device,Varies with device
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",True,0.0,Teen,Entertainment,2018-07-26,Varies with device,4.4 and up
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",True,0.0,Everyone,Entertainment,2018-06-20,9.1.4,4.4 and up
Yidio: TV Show & Movie Guide,ENTERTAINMENT,3.9,27424,Varies with device,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-31,Varies with device,Varies with device
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4 and up
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407719,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-07-27,Varies with device,Varies with device
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",True,0.0,Teen,Entertainment,2018-07-23,2.17,4.4 and up
Redbox,ENTERTAINMENT,4.1,115033,30M,"10,000,000+",True,0.0,Everyone,Entertainment,2018-07-02,7.5.0,5.0 and up
Univision NOW - Live TV and On Demand,ENTERTAINMENT,4.0,22997,Varies with device,"1,000,000+",True,0.0,Teen,Entertainment,2018-06-27,8.0626,Varies with device
HBO NOW: Stream TV & Movies,ENTERTAINMENT,3.9,61201,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-07-19,Varies with device,Varies with device
Tribeca Shortlist - Handpicked Movies,ENTERTAINMENT,3.9,801,57M,"100,000+",True,0.0,Teen,Entertainment,2018-03-21,4.003.1,4.3 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4 and up
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4 and up
SHOWTIME,ENTERTAINMENT,4.2,12398,Varies with device,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-02,Varies with device,Varies with device
MTV,ENTERTAINMENT,3.8,35279,15M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4 and up
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4.0,35931,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4 and up
Comedy Central,ENTERTAINMENT,3.9,22378,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4 and up
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4 and up
FOX,ENTERTAINMENT,3.7,197774,44M,"10,000,000+",True,0.0,Mature 17+,Entertainment,2018-06-25,6.6.1,4.4 and up
Telemundo Now,ENTERTAINMENT,3.9,8674,19M,"1,000,000+",True,0.0,Teen,Entertainment,2018-05-25,3.3.1.42,4.4 and up
Nick Jr. - Shows & Games,ENTERTAINMENT,4.2,8968,35M,"1,000,000+",True,0.0,Everyone,Entertainment;Music & Video,2018-01-23,1.0.20,4.4 and up
Sticker Market: Emoji keyboard,ENTERTAINMENT,4.3,303,44M,"10,000+",True,0.0,Teen,Entertainment,2017-12-14,1.2.3,4.2 and up
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407719,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-07-27,Varies with device,Varies with device
Kidjo TV Kids Have Fun & Learn,ENTERTAINMENT,4.6,732,Varies with device,"100,000+",True,0.0,Everyone,Entertainment;Music & Video,2018-08-01,Varies with device,Varies with device
Laugh Out Loud by Kevin Hart,ENTERTAINMENT,4.3,1856,20M,"100,000+",True,0.0,Teen,Entertainment,2018-08-01,1.6.1,6.0 and up
ColorFul - Adult Coloring Book,ENTERTAINMENT,4.6,50725,19M,"5,000,000+",True,0.0,Everyone,Entertainment,2018-05-25,1.0.64,4.0.3 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",True,0.0,Everyone 10+,Entertainment;Music & Video,2018-01-24,2.0.8,4.4 and up
Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-08-02,Varies with device,Varies with device
Hamilton — The Official App,ENTERTAINMENT,4.5,1575,43M,"100,000+",True,0.0,Everyone,Entertainment,2018-07-13,2.3.2,5.0 and up
My Talking Pet,ENTERTAINMENT,4.6,6238,Varies with device,"100,000+",False,4.99,Everyone,Entertainment,2018-06-30,Varies with device,Varies with device
Funny Pics,ENTERTAINMENT,3.9,9941,Varies with device,"1,000,000+",True,0.0,Teen,Entertainment,2017-07-07,Varies with device,Varies with device
Funny Quotes Free,ENTERTAINMENT,4.2,23666,3.6M,"1,000,000+",True,0.0,Teen,Entertainment,2018-05-04,8.1,4.0 and up
LOL Pics (Funny Pictures),ENTERTAINMENT,4.4,67554,7.7M,"1,000,000+",True,0.0,Teen,Entertainment,2015-09-15,4.0,2.3.3 and up
