a,b,c,d,e,f,g,h,i,j,k,l,m
Ev Dizayn,LIFESTYLE,3.6,30,5.2M,"5,000+",True,0.0,Everyone,Lifestyle,2015-03-04,1.0,4.0 and up
Power Plug EV charger,MAPS_AND_NAVIGATION,3.7,13,3.9M,"1,000+",True,0.0,Everyone,Maps & Navigation,2014-12-22,1.1,2.3.3 and up
Builder Craft: House Building & Exploration,FAMILY,4.2,20807,52M,"1,000,000+",True,0.0,Everyone 10+,Simulation,2017-08-02,1.3,4.1 and up
Texas Hold'em EV Calculator,TOOLS,3.7,6,1.3M,"1,000+",True,0.0,Everyone,Tools,2015-11-08,1.0,2.3 and up
Bird - Enjoy The Ride,TRAVEL_AND_LOCAL,4.3,2649,25M,"500,000+",True,0.0,Everyone,Travel & Local,2018-08-03,4.1.1,4.4 and up
AÖF Ev İdaresi 1. Sınıf,FAMILY,nan,2,11M,"1,000+",True,0.0,Everyone,Education,2018-07-15,3.0,4.1 and up
EV Bon Dictionary,FAMILY,nan,11,16M,500+,True,0.0,Everyone,Education,2017-10-28,2.0,4.0 and up
German Vocabulary Trainer,FAMILY,3.3,1218,1.0M,"100,000+",True,0.0,Everyone,Education,2012-08-24,1.0,2.1 and up
REV Robotic Enhance Vehicles,FAMILY,4.4,2558,61M,"100,000+",True,0.0,Everyone,Entertainment,2018-01-16,2.0.11,4.4 and up
Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,432160,15M,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-06-28,Varies with device,Varies with device
myChevrolet,LIFESTYLE,3.5,6747,Varies with device,"1,000,000+",True,0.0,Everyone,Lifestyle,2018-06-11,Varies with device,Varies with device
Electric Car Taxi Driver: NY City Cab Taxi Games,FAMILY,4.0,5886,54M,"1,000,000+",True,0.0,Everyone,Simulation,2018-05-28,1.2,4.0 and up
EV Calculator,TOOLS,4.9,85,19M,"1,000+",True,0.0,Everyone,Tools,2018-07-05,1.20,4.1 and up
Home Decoration Game,FAMILY,4.0,17543,19M,"5,000,000+",True,0.0,Everyone,Casual,2018-01-25,3.0.1,4.0 and up
EvAk Smart Home,LIFESTYLE,nan,14,Varies with device,500+,True,0.0,Everyone,Lifestyle,2018-03-13,1.1.1,4.1 and up
PokeType - Dex,FAMILY,4.6,36813,33M,"500,000+",True,0.0,Everyone,Entertainment,2018-05-01,4.2.0,4.1 and up
Home Security Camera WardenCam - reuse old phones,HOUSE_AND_HOME,4.3,43847,Varies with device,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-06,Varies with device,Varies with device
Survival Forest : Survivor Home Builder,FAMILY,3.6,9389,64M,"1,000,000+",True,0.0,Teen,Simulation,2018-05-31,1.3.4,4.0 and up
Room Creator Interior Design,HOUSE_AND_HOME,3.9,59660,72M,"1,000,000+",True,0.0,Everyone,House & Home,2017-03-14,3.4,2.3 and up
Doll House Design & Decoration 2: Girls House Game,FAMILY,3.9,2338,45M,"100,000+",True,0.0,Everyone,Simulation,2018-05-29,1.1,4.1 and up
Lux Home Decorating Room Games,FAMILY,4.0,1518,Varies with device,"100,000+",True,0.0,Everyone,Casual,2017-10-20,2.0,4.1 and up
eCooltra: scooter sharing. Share electric scooters,TRAVEL_AND_LOCAL,4.2,2822,27M,"100,000+",True,0.0,Everyone,Travel & Local,2018-07-27,1.21.2,4.1 and up
Design Home,FAMILY,4.4,539931,69M,"10,000,000+",True,0.0,Everyone,Simulation,2018-08-06,1.11.01,4.2 and up
E.W. James & Sons,SHOPPING,nan,2,4.9M,500+,True,0.0,Everyone,Shopping,2018-04-11,3.0.2,5.0 and up
EW Manager,BUSINESS,nan,0,4.4M,10+,True,0.0,Everyone,Business,2018-02-20,1.0.0,4.1 and up
PeopleTV - Watch Celebrity News,FAMILY,4.3,2223,8.6M,"100,000+",True,0.0,Teen,Entertainment,2018-03-28,1.2.0.8,4.1 and up
ew-Magazin,NEWS_AND_MAGAZINES,nan,2,13M,100+,True,0.0,Everyone,News & Magazines,2016-12-13,3.5.0,4.0 and up
EW PDF,BOOKS_AND_REFERENCE,nan,0,8.7M,5+,True,0.0,Everyone,Books & Reference,2018-02-14,1.0.2,4.4 and up
EW Gate,BUSINESS,nan,0,12M,50+,True,0.0,Everyone,Business,2018-04-16,3.07,4.0 and up
E W Bookkeeping & Accountancy,FINANCE,nan,1,29M,100+,True,0.0,Everyone,Finance,2018-04-23,1.0.0,4.1 and up
News 5 Cleveland,NEWS_AND_MAGAZINES,3.7,1032,Varies with device,"100,000+",True,0.0,Everyone,News & Magazines,2018-07-05,Varies with device,Varies with device
EW Login,BUSINESS,nan,0,5.8M,10+,True,0.0,Everyone,Business,2017-12-13,1.0.0,4.0.3 and up
Water Surfer Racing In Moto,GAME,4.3,2233,36M,"1,000,000+",True,0.0,Everyone,Racing,2018-02-28,1.1,2.3 and up
