a,b,c,d,e,f,g,h,i,j,k,l,m
"Survival Mobile:10,000 BC",FAMILY,4.3,7441,52M,"500,000+",True,0.0,Everyone 10+,Strategy,2018-08-02,0.1.801,2.3 and up
iHunter BC,SPORTS,4.4,55,63M,"1,000+",False,4.49,Everyone,Sports,2018-08-03,2.0.38,4.0.3 and up
Anthem BC Anywhere,MEDICAL,2.6,496,24M,"100,000+",True,0.0,Everyone,Medical,2018-07-27,8.0.226,4.4 and up
iFish BC,SPORTS,3.6,25,6.0M,"1,000+",False,3.99,Everyone,Sports,2015-02-18,2.1,2.3 and up
BC Connect,FAMILY,3.8,11,17M,"1,000+",True,0.0,Everyone,Education,2018-03-14,2.6.12,4.1 and up
Ice Crush 10.000 B.C.,FAMILY,4.4,31,4.2M,100+,False,0.99,Everyone,Casual,2013-08-15,1.48,2.0 and up
BC Navigator,FAMILY,4.4,21,32M,"1,000+",True,0.0,Everyone,Education,2018-05-10,3.2,4.0.3 and up
BC Lotto Check,FAMILY,3.0,10,717k,"5,000+",True,0.0,Everyone,Entertainment,2016-06-22,0.0.7,4.0.3 and up
Transit: Real-Time Transit App,MAPS_AND_NAVIGATION,4.2,43252,Varies with device,"5,000,000+",True,0.0,Everyone,Maps & Navigation,2018-07-18,4.4.7,Varies with device
BC Liquor Stores,LIFESTYLE,3.7,492,4.3M,"50,000+",True,0.0,Everyone,Lifestyle,2015-10-05,3.6,2.2 and up
BC MVA Fines,BOOKS_AND_REFERENCE,5.0,5,7.2M,50+,False,1.75,Everyone,Books & Reference,2015-10-08,1.0,4.1 and up
British Columbia Transit Info,MAPS_AND_NAVIGATION,nan,0,5.0M,100+,True,0.0,Everyone 10+,Maps & Navigation,2016-02-19,3.0,2.2 and up
BC Hospital Wait Times,MEDICAL,4.2,8,1.2M,500+,True,0.0,Everyone,Medical,2016-01-19,1.2,4.1 and up
"Town of Princeton, BC",PRODUCTIVITY,4.8,4,31M,100+,True,0.0,Everyone,Productivity,2018-06-25,3.3.8,4.0 and up
Explore British Columbia - BC Travel Guide,TRAVEL_AND_LOCAL,4.4,7,17M,500+,True,0.0,Everyone,Travel & Local,2017-10-09,2.0.0,4.4W and up
Bridge Constructor Stunts FREE,FAMILY,4.1,36151,46M,"1,000,000+",True,0.0,Everyone,Simulation,2017-04-22,2.7,3.2 and up
BC's Pizza,LIFESTYLE,4.7,113,20M,"1,000+",True,0.0,Everyone,Lifestyle,2016-09-30,3.0.0,4.0 and up
Baby Connect (activity log),PARENTING,4.7,8343,8.3M,"50,000+",False,4.99,Everyone,Parenting,2018-07-10,6.3.16,4.0.3 and up
BC Wildfire,TOOLS,3.3,27,5.0M,"5,000+",True,0.0,Everyone,Tools,2018-05-31,10.1.0,5.0 and up
BC Slots - The Lost Reels FREE,GAME,4.0,209,22M,"10,000+",True,0.0,Teen,Casino,2018-07-13,7.0,4.0 and up
BC Mobile Intro - Americas,LIFESTYLE,nan,0,3.1M,50+,True,0.0,Everyone,Lifestyle,2018-06-21,4.1.0,4.0.3 and up
Car Driving Theory Test BC,FAMILY,nan,0,2.2M,10+,False,1.49,Everyone,Education,2012-04-09,1.0,2.1 and up
Truck Driving Test Class 3 BC,FAMILY,1.0,1,2.0M,50+,False,1.49,Everyone,Education,2012-04-09,1.0,2.1 and up
BC Highways - Road Conditions,TRAVEL_AND_LOCAL,4.4,382,12M,"10,000+",True,0.0,Everyone,Travel & Local,2018-02-01,2.1.3,5.0 and up
BC Camera,PHOTOGRAPHY,4.2,5,5.5M,500+,True,0.0,Everyone,Photography,2018-01-10,1.0,4.0.3 and up
BC iptv player,VIDEO_PLAYERS,4.4,8,14M,"1,000+",True,0.0,Everyone,Video Players & Editors,2017-10-12,Final,4.0 and up
Business Calendar Pro,PRODUCTIVITY,4.6,27135,Varies with device,"100,000+",False,4.99,Everyone,Productivity,2018-05-24,Varies with device,Varies with device
"Victoria, BC | Tour City",TRAVEL_AND_LOCAL,4.3,20,15M,"1,000+",True,0.0,Everyone,Travel & Local,2016-08-02,1.7,4.0 and up
BC Wildflowers,FAMILY,4.4,7,81M,"1,000+",True,0.0,Everyone,Education,2017-07-10,3.5,4.1 and up
Bc Vod,VIDEO_PLAYERS,nan,1,62M,100+,True,0.0,Everyone,Video Players & Editors,2018-04-17,1.2,4.2 and up
BC Hockey,SPORTS,3.7,20,8.9M,"1,000+",True,0.0,Everyone,Sports,2017-12-08,3.1,4.4 and up
Outdoor Movies BC,EVENTS,2.9,7,Varies with device,500+,True,0.0,Everyone,Events,2018-06-22,Varies with device,4.4 and up
British Columbia Tourist Places (Guide),TRAVEL_AND_LOCAL,4.0,1,3.0M,100+,True,0.0,Everyone,Travel & Local,2017-11-08,1.0,4.1 and up
PMHNP-BC Pocket Prep,MEDICAL,4.4,112,13M,"1,000+",True,0.0,Everyone,Medical,2018-07-12,4.5.2,4.4 and up
British Columbia License,FAMILY,3.3,14,11M,"1,000+",True,0.0,Everyone,Education,2015-01-19,1.2,4.0 and up
BC browser,BUSINESS,nan,1,3.4M,100+,True,0.0,Everyone,Business,2018-01-17,1.1.0,4.0 and up
PPCNP-BC Pocket Prep,MEDICAL,nan,3,12M,50+,True,0.0,Everyone,Medical,2018-07-12,4.5.2,4.4 and up
AP Calculus BC Practice Test,FAMILY,4.2,4,29M,500+,True,0.0,Everyone,Education,2018-01-25,6.0.2,4.4 and up
BackCountry Navigator TOPO GPS PRO,MAPS_AND_NAVIGATION,4.5,6230,Varies with device,"100,000+",False,11.99,Everyone,Maps & Navigation,2018-08-03,Varies with device,Varies with device
BC Pizza,LIFESTYLE,2.3,3,2.6M,500+,True,0.0,Everyone,Lifestyle,2016-01-12,1.0,4.2 and up
Railroad Radio Vancouver BC,FAMILY,5.0,4,1.7M,100+,True,0.0,Teen,Entertainment,2015-06-28,1,2.2 and up
AP Calculus BC: Practice Tests and Flashcards,FAMILY,3.6,5,5.4M,"1,000+",True,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1 and up
Aura Hair Group BC,BEAUTY,nan,0,Varies with device,100+,True,0.0,Everyone,Beauty,2018-04-23,Varies with device,4.0.3 and up
